id;nome;asl;tipo;comune;indirizzo;telefono;email;servizi;attribuzione_servizi;accesso;orari;fonte;gestione;verifica;ultima_verifica;note;origine_dato_v7;stato_riesame_v7;nota_temporale_v7;titolarita_v6;esito_v6;fonte_v6;livello_prova_v6;note_v6;origine_record_v7_2;stato_verifica_v7_2;fonte_verifica_v7_2;data_verifica_v7_2;note_v7_2
NET-043;Centro Diurno Guidonia;ASL Roma 5;Centro diurno;Guidonia Montecelio;;;;Riabilitazione psicosociale / semiresidenziale;Dato rete estesa V4;Collegato alle UOC CSM territoriali;;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;2026-09-20;
NET-044;Centro Diurno Monterotondo;ASL Roma 5;Centro diurno;Monterotondo;;;;Riabilitazione psicosociale / semiresidenziale;Dato rete estesa V4;Collegato alle UOC CSM territoriali;;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;2026-09-20;
NET-045;Centro Diurno Tivoli;ASL Roma 5;Centro diurno;Tivoli;;;;Riabilitazione psicosociale / semiresidenziale;Dato rete estesa V4;Collegato alle UOC CSM territoriali;;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;2026-09-20;
NET-046;Centro Diurno Subiaco;ASL Roma 5;Centro diurno;Subiaco;;;;Riabilitazione psicosociale / semiresidenziale;Dato rete estesa V4;Collegato alle UOC CSM territoriali;;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;2026-09-20;
NET-047;Centro Diurno Palestrina;ASL Roma 5;Centro diurno;Palestrina;;;;Riabilitazione psicosociale / semiresidenziale;Dato rete estesa V4;Collegato alle UOC CSM territoriali;;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;2026-09-20;
NET-048;Centro Diurno Colleferro;ASL Roma 5;Centro diurno;Colleferro;;;;Riabilitazione psicosociale / semiresidenziale;Dato rete estesa V4;Collegato alle UOC CSM territoriali;;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.aslroma5.it/amministrazione-trasparente/organigramma-dipartimento-di-prevenzione-e-dsmdp-2025/;2026-09-20;
NET-056;Centro Diurno Pomezia;ASL Roma 6;Centro diurno;Pomezia;Casa della Comunità HUB Pomezia;;;Attività terapeutico-riabilitative integrate con il CSM;Dato rete estesa V4;;;https://www.regione.lazio.it/notizie/sanita-inaugurata-la-casa-della-comunita-di-pomezia;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.regione.lazio.it/notizie/sanita-inaugurata-la-casa-della-comunita-di-pomezia;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Regione Lazio descrive il Centro Diurno Pomezia nella Casa della Comunità HUB della ASL Roma 6.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.regione.lazio.it/notizie/sanita-inaugurata-la-casa-della-comunita-di-pomezia;2026-09-20;
NET-063;Centro Diurno Rieti;ASL Rieti;Centro diurno;Rieti;Via Tavola d'Argento, 19;0746 278579;;Attività socio-riabilitative, socio-terapeutiche ed espressive;Dato rete estesa V4;Su progetto personalizzato / invio rete salute mentale;"Lun/mer 08:00-17:00; mar/gio/ven 08:00-14:00";https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;2026-09-20;
NET-064;Centro Diurno Cicolano;ASL Rieti;Centro diurno;Fiamignano;Via Don Agostino Gismondi, 2;0746 54801;;Attività socio-riabilitative, socio-terapeutiche ed espressive;Dato rete estesa V4;Su progetto personalizzato / invio rete salute mentale;Lun/mer/ven 08:00-17:30;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-di-salute-mentale-e-delle-dipendenze-patologiche;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.asl.rieti.it/organizzazione-aziendale/dipartimenti/dipartimento-promozione-e-tutela-della-salute-mentale/uosd-csm/csm-distretto-1;2026-09-20;
NET-067;Centro Diurno Montefiascone;ASL Viterbo;Centro diurno;Montefiascone;Via Donatori di Sangue, 1-2;0761 1860406 / 407;;Attività terapeutico-riabilitative e abilità socio-relazionali;Dato rete estesa V4;Su invio CSM e progetto riabilitativo;;https://asl.vt.it/centro-diurno-dsm;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://asl.vt.it/centro-diurno-dsm;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://asl.vt.it/centro-diurno-dsm;2026-09-20;
NET-077;Centro Diurno Orizzonti Aperti;ASL Frosinone;Centro diurno;Frosinone;Viale Mazzini - Distretto Sanitario;0775 2072592;cdorizzontiaperti@aslfrosinone.it;Percorsi terapeutico-riabilitativi individuali e di gruppo, autonomia e reinserimento;Dato rete estesa V4;"Invio CSM/SPDC; in alcuni casi richiesta diretta con valutazione UVM";;https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/;2026-09-20;
NET-078;Centro Diurno Oltre il Muro;ASL Frosinone;Centro diurno;Ceccano;Via Marano, snc;0775 6262841;centrodiurnoceccano@aslfrosinone.it;Percorsi terapeutico-riabilitativi individuali e di gruppo, autonomia e reinserimento;Dato rete estesa V4;"Invio CSM/SPDC; in alcuni casi richiesta diretta con valutazione UVM";;https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/;Titolarità non ancora consolidata;Revisione titolarità richiesta;2026-09-20;La presenza in una pagina ASL non prova gestione diretta della struttura.;;;;Pubblica / struttura aziendale ASL;Risolta;https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/;"Fonte istituzionale ASL/Regione; collocazione nell'organizzazione aziendale";Non confondere con privata accreditata/convenzionata: resta nella rete pubblica.;Pubblica ricontrollata V7.1;Già ricontrollata prima della V7.2;https://www.asl.fr.it/strutture/dipartimenti/dipartimento-di-salute-mentale-e-delle-patologie-da-dipendenza/uoc-residenzialita-e-semiresidenzialita/uos-centri-diurni/;2026-09-20;
